,Soil Moisture,Temperature, Soil Humidity,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa)
13725,13.0,45.0,52.0,31.46,13.55,32.95,77.42,100.94
13726,75.0,6.0,69.0,30.95,15.56,33.25,84.86,100.94
13727,38.0,37.0,53.0,30.44,17.58,33.54,92.31,100.95
13728,81.0,14.0,64.0,30.04,15.75,34.17,82.52,100.95
13729,85.0,25.0,48.0,29.64,13.92,34.81,72.73,100.95
13730,25.0,5.0,55.0,29.27,15.38,35.26,80.81,100.94
13731,46.0,13.0,52.0,28.9,16.84,35.72,88.89,100.94
13732,31.0,22.0,33.0,28.54,18.63,36.03,90.6,100.94
13733,79.0,29.0,62.0,28.18,20.43,36.35,92.31,100.94
13734,83.0,0.0,51.0,28.16,19.37,36.78,83.66,100.94
13735,75.0,27.0,38.0,28.13,18.3,37.22,75.0,100.94
13736,16.0,23.0,58.0,27.98,18.6,37.71,81.94,100.93
13737,78.0,6.0,27.0,27.84,18.89,38.2,88.89,100.92
13738,3.0,1.0,62.0,27.72,19.06,39.08,87.3,100.92
13739,35.0,20.0,57.0,27.61,19.23,39.97,85.71,100.91
13740,52.0,0.0,32.0,27.35,20.15,40.16,92.85,100.9
13741,76.0,40.0,50.0,27.09,21.07,40.36,100.0,100.9
13742,4.0,16.0,28.0,27.12,20.27,39.83,98.0,100.9
13743,90.0,32.0,51.0,27.16,19.48,39.29,96.0,100.9
13744,30.0,45.0,53.0,27.04,18.19,39.94,88.0,100.9
13745,67.0,17.0,24.0,26.92,16.9,40.58,80.0,100.91
13746,66.0,14.0,38.0,26.64,16.29,41.0,74.28,100.91
13747,58.0,20.0,54.0,26.35,15.69,41.42,68.57,100.91
13748,39.0,22.0,20.0,26.01,15.96,42.19,75.66,100.92
13749,19.0,6.0,35.0,25.66,16.24,42.96,82.76,100.92
13750,82.0,3.0,50.0,25.63,15.8,43.66,72.96,100.92
13751,16.0,3.0,38.0,25.6,15.36,44.35,63.16,100.91
13752,75.0,6.0,59.0,25.36,14.93,45.44,58.24,100.92
13753,31.0,22.0,68.0,25.12,14.5,46.53,53.33,100.92
13754,85.0,24.0,56.0,24.72,14.23,48.38,55.94,100.93
13755,35.0,38.0,34.0,24.32,13.96,50.23,58.54,100.93
13756,78.0,41.0,33.0,23.89,14.32,51.96,67.98,100.94
13757,25.0,42.0,34.0,23.46,14.68,53.68,77.42,100.95
13758,25.0,3.0,65.0,23.14,14.66,54.89,72.04,100.95
13759,23.0,36.0,43.0,22.83,14.64,56.09,66.67,100.95
13760,12.0,34.0,48.0,22.58,14.82,57.24,72.04,100.94
13761,17.0,15.0,28.0,22.32,15.0,58.39,77.42,100.94
13762,55.0,17.0,41.0,22.06,15.36,59.53,78.71,100.95
13763,83.0,35.0,23.0,21.79,15.71,60.67,80.0,100.96
13764,29.0,10.0,38.0,21.56,14.48,61.74,88.0,100.96
13765,76.0,19.0,48.0,21.32,13.25,62.81,96.0,100.96
13766,51.0,11.0,22.0,21.12,13.21,64.08,82.28,100.96
13767,31.0,9.0,46.0,20.91,13.17,65.35,68.57,100.97
13768,74.0,11.0,25.0,20.76,12.18,66.16,47.47,100.98
13769,57.0,5.0,56.0,20.62,11.2,66.97,26.37,100.99
13770,30.0,42.0,53.0,20.53,11.8,67.47,28.6,101.0
13771,74.0,2.0,39.0,20.44,12.39,67.96,30.83,101.0
13772,28.0,43.0,36.0,20.35,12.98,68.46,33.06,101.01
13773,66.0,40.0,52.0,20.26,13.58,68.96,35.29,101.02
13774,67.0,41.0,30.0,20.12,13.2,70.02,37.32,101.04
13775,40.0,5.0,31.0,19.97,12.82,71.08,39.34,101.05
13776,74.0,11.0,53.0,19.86,12.2,71.9,48.24,101.05
13777,74.0,23.0,57.0,19.75,11.57,72.72,57.14,101.05
13778,39.0,22.0,61.0,19.66,11.84,73.37,54.66,101.06
13779,72.0,6.0,26.0,19.58,12.12,74.02,52.17,101.07
13780,38.0,6.0,29.0,19.49,10.59,74.62,52.75,101.07
13781,89.0,44.0,51.0,19.4,9.06,75.22,53.33,101.08
13782,27.0,23.0,43.0,19.36,9.89,75.44,63.03,101.08
13783,16.0,21.0,57.0,19.33,10.72,75.66,72.73,101.08
13784,81.0,37.0,29.0,19.31,10.74,75.79,55.12,101.08
13785,41.0,40.0,60.0,19.29,10.76,75.92,37.5,101.09
13786,21.0,25.0,68.0,19.3,11.38,75.88,44.84,101.1
13787,62.0,18.0,62.0,19.32,12.0,75.85,52.17,101.1
13788,23.0,40.0,47.0,19.24,10.91,76.12,36.9,101.11
13789,89.0,42.0,20.0,19.16,9.82,76.4,21.62,101.12
13790,39.0,39.0,31.0,19.08,10.16,76.79,33.88,101.12
13791,41.0,17.0,69.0,19.01,10.49,77.18,46.15,101.13
13792,32.0,33.0,63.0,19.02,11.06,77.23,59.44,101.14
13793,49.0,7.0,20.0,19.03,11.63,77.28,72.73,101.14
13794,43.0,18.0,23.0,19.04,12.03,77.36,76.37,101.15
13795,85.0,26.0,42.0,19.04,12.43,77.44,80.0,101.15
13796,90.0,31.0,58.0,18.99,12.06,77.73,62.22,101.16
13797,19.0,11.0,42.0,18.95,11.68,78.02,44.44,101.16
13798,36.0,34.0,44.0,18.9,11.71,78.09,39.12,101.16
13799,2.0,21.0,32.0,18.86,11.74,78.16,33.8,101.17
13800,4.0,17.0,25.0,18.84,11.4,78.24,31.02,101.18
13801,83.0,12.0,61.0,18.81,11.07,78.32,28.24,101.18
13802,50.0,21.0,43.0,18.81,11.23,78.19,28.58,101.19
13803,56.0,22.0,26.0,18.81,11.38,78.06,28.92,101.2
13804,53.0,33.0,31.0,18.78,11.18,78.1,28.42,101.2
13805,83.0,40.0,20.0,18.76,10.98,78.13,27.91,101.21
13806,80.0,35.0,30.0,18.72,11.35,78.09,29.34,101.21
13807,51.0,5.0,29.0,18.67,11.72,78.04,30.77,101.21
13808,35.0,26.0,57.0,18.7,11.44,77.81,31.6,101.21
13809,52.0,35.0,41.0,18.73,11.16,77.57,32.43,101.21
13810,29.0,21.0,54.0,18.71,11.18,77.68,31.14,101.21
13811,16.0,34.0,35.0,18.69,11.21,77.8,29.86,101.21
13812,33.0,33.0,45.0,18.67,11.23,77.91,28.57,101.21
13813,12.0,20.0,49.0,18.59,10.42,78.26,27.47,101.22
13814,78.0,4.0,27.0,18.51,9.62,78.61,26.37,101.22
13815,77.0,4.0,45.0,18.51,9.9,78.54,24.3,101.22
13816,56.0,7.0,37.0,18.5,10.19,78.46,22.22,101.22
13817,22.0,21.0,64.0,18.49,10.63,78.43,37.2,101.22
13818,45.0,1.0,59.0,18.48,11.07,78.4,52.17,101.23
13819,57.0,42.0,56.0,18.44,10.42,78.48,44.0,101.23
13820,60.0,25.0,21.0,18.41,9.78,78.56,35.82,101.23
13821,59.0,22.0,63.0,18.37,9.52,78.68,35.06,101.22
13822,66.0,44.0,38.0,18.33,9.27,78.8,34.29,101.22
13823,33.0,33.0,48.0,18.2,9.0,79.35,38.97,101.22
13824,20.0,44.0,61.0,18.06,8.72,79.91,43.64,101.21
13825,40.0,33.0,35.0,18.06,11.36,79.84,49.1,101.2
13826,64.0,22.0,66.0,18.07,14.01,79.76,54.55,101.2
13827,13.0,4.0,35.0,18.04,13.98,79.87,53.36,101.2
13828,36.0,12.0,26.0,18.01,13.96,79.97,52.17,101.2
13829,46.0,45.0,40.0,17.97,12.6,80.06,52.75,101.2
13830,47.0,13.0,68.0,17.92,11.25,80.15,53.33,101.19
13831,25.0,20.0,63.0,17.94,10.96,80.14,52.5,101.18
13832,84.0,37.0,50.0,17.95,10.68,80.13,51.66,101.18
13833,81.0,35.0,47.0,17.96,10.4,80.12,50.83,101.18
13834,79.0,35.0,21.0,17.98,10.11,80.11,50.0,101.17
13835,76.0,25.0,62.0,18.0,10.82,80.32,52.28,101.16
13836,23.0,0.0,27.0,18.01,11.54,80.52,54.55,101.16
13837,80.0,30.0,20.0,17.95,11.26,80.98,58.04,101.16
13838,56.0,40.0,65.0,17.89,10.97,81.45,61.54,101.16
13839,3.0,15.0,65.0,17.9,11.48,81.78,56.86,101.16
13840,5.0,30.0,50.0,17.91,11.99,82.12,52.17,101.15
13841,46.0,41.0,58.0,17.81,11.2,82.65,57.66,101.14
13842,28.0,16.0,41.0,17.71,10.42,83.18,63.16,101.13
13843,52.0,24.0,33.0,17.73,11.22,83.32,58.24,101.13
13844,49.0,38.0,39.0,17.74,12.01,83.46,53.33,101.13
13845,40.0,28.0,21.0,17.74,11.33,83.69,54.57,101.12
13846,22.0,28.0,25.0,17.74,10.65,83.92,55.81,101.12
13847,72.0,20.0,34.0,17.68,10.8,84.51,59.48,101.12
13848,38.0,1.0,65.0,17.62,10.96,85.1,63.16,101.12
13849,6.0,10.0,37.0,17.61,10.64,85.48,64.01,101.12
13850,29.0,21.0,48.0,17.6,10.32,85.86,64.86,101.12
13851,9.0,7.0,58.0,17.58,10.4,86.25,59.1,101.12
13852,82.0,17.0,43.0,17.55,10.47,86.64,53.33,101.12
13853,31.0,37.0,50.0,17.6,10.76,86.82,55.24,101.12
13854,19.0,45.0,37.0,17.66,11.04,87.01,57.14,101.11
13855,41.0,37.0,31.0,17.54,9.72,87.52,54.1,101.11
13856,51.0,13.0,39.0,17.42,8.4,88.04,51.06,101.11
13857,1.0,39.0,33.0,17.44,9.28,88.26,50.53,101.1
13858,82.0,20.0,47.0,17.46,10.17,88.47,50.0,101.1
13859,49.0,17.0,24.0,17.44,9.9,88.68,45.69,101.1
13860,81.0,19.0,32.0,17.41,9.62,88.9,41.38,101.1
13861,32.0,3.0,45.0,17.37,9.33,89.21,37.71,101.1
13862,64.0,27.0,49.0,17.32,9.03,89.51,34.05,101.11
13863,69.0,5.0,49.0,17.28,8.74,89.82,30.38,101.11
13864,17.0,43.0,69.0,17.24,7.97,90.29,25.54,101.12
13865,47.0,13.0,39.0,17.2,7.2,90.76,20.69,101.12
13866,49.0,16.0,20.0,17.22,7.99,91.08,35.88,101.12
13867,35.0,16.0,40.0,17.23,8.78,91.39,51.06,101.11
13868,89.0,39.0,60.0,17.2,8.84,91.58,45.53,101.1
13869,39.0,23.0,32.0,17.16,8.91,91.77,40.0,101.1
13870,16.0,33.0,56.0,17.14,8.74,91.96,45.53,101.1
13871,74.0,31.0,34.0,17.13,8.56,92.16,51.06,101.09
13872,37.0,22.0,65.0,17.15,9.14,92.33,57.96,101.09
13873,22.0,29.0,53.0,17.17,9.73,92.5,64.86,101.09
13874,74.0,9.0,64.0,17.18,8.98,92.58,41.88,101.09
13875,23.0,9.0,57.0,17.19,8.24,92.66,18.9,101.09
13876,27.0,40.0,23.0,17.13,8.58,93.18,18.61,101.1
13877,37.0,44.0,42.0,17.07,8.92,93.71,18.32,101.1
13878,86.0,14.0,34.0,17.08,8.76,93.96,19.33,101.1
13879,4.0,41.0,42.0,17.08,8.6,94.21,20.34,101.11
13880,86.0,24.0,60.0,17.08,9.18,94.49,44.46,101.11
13881,17.0,19.0,65.0,17.07,9.77,94.77,68.57,101.11
13882,44.0,40.0,36.0,17.04,9.48,95.01,50.08,101.11
13883,78.0,35.0,48.0,17.01,9.2,95.25,31.58,101.11
13884,15.0,40.0,58.0,16.97,8.62,95.52,34.54,101.11
13885,43.0,33.0,20.0,16.92,8.05,95.8,37.5,101.11
13886,2.0,33.0,54.0,16.85,7.98,95.9,44.28,101.12
13887,42.0,36.0,58.0,16.78,7.91,96.0,51.06,101.12
13888,80.0,7.0,61.0,16.77,7.88,96.0,50.53,101.13
13889,78.0,9.0,36.0,16.76,7.84,96.0,50.0,101.14
13890,65.0,7.0,34.0,16.72,7.94,96.0,49.0,101.14
13891,89.0,38.0,20.0,16.68,8.05,96.0,48.0,101.14
13892,1.0,42.0,59.0,16.7,8.6,96.0,43.67,101.15
13893,39.0,24.0,45.0,16.71,9.15,96.0,39.34,101.15
13894,2.0,32.0,65.0,16.67,8.84,96.0,40.22,101.16
13895,45.0,26.0,59.0,16.62,8.52,96.0,41.1,101.16
13896,69.0,32.0,51.0,16.58,8.21,96.0,41.98,101.16
13897,14.0,2.0,25.0,16.54,7.9,96.0,42.86,101.17
13898,51.0,7.0,33.0,16.48,7.5,96.0,33.8,101.17
13899,77.0,25.0,41.0,16.42,7.09,96.0,24.74,101.17
13900,82.0,35.0,38.0,16.4,7.62,96.0,24.25,101.17
13901,51.0,13.0,66.0,16.39,8.14,96.0,23.76,101.17
13902,88.0,25.0,51.0,16.38,7.43,96.0,28.54,101.18
13903,77.0,18.0,23.0,16.36,6.72,96.0,33.33,101.18
13904,75.0,6.0,62.0,16.31,6.98,96.0,27.01,101.18
13905,81.0,38.0,23.0,16.26,7.24,96.0,20.69,101.19
13906,60.0,42.0,26.0,16.26,6.98,96.0,20.78,101.19
13907,44.0,33.0,46.0,16.26,6.72,96.0,20.87,101.19
13908,79.0,31.0,46.0,16.26,6.36,96.0,24.56,101.19
13909,63.0,34.0,29.0,16.26,6.0,96.0,28.24,101.19
13910,8.0,21.0,53.0,16.38,6.13,96.0,28.58,101.19
13911,33.0,26.0,38.0,16.5,6.27,95.99,28.93,101.2
13912,90.0,5.0,27.0,16.62,6.4,95.99,29.27,101.2
13913,31.0,19.0,48.0,17.12,6.23,94.62,22.04,101.2
13914,78.0,0.0,37.0,17.61,6.06,93.26,14.81,101.21
13915,3.0,21.0,69.0,18.17,6.63,89.88,17.0,101.22
13916,85.0,26.0,67.0,18.73,7.2,86.49,19.2,101.23
13917,86.0,2.0,55.0,19.3,7.45,83.48,24.06,101.24
13918,66.0,11.0,67.0,19.87,7.7,80.48,28.92,101.25
13919,16.0,21.0,31.0,20.35,8.25,78.0,26.11,101.25
13920,90.0,31.0,27.0,20.83,8.8,75.53,23.3,101.25
13921,74.0,3.0,64.0,21.06,8.89,74.06,23.53,101.26
13922,56.0,21.0,60.0,21.29,8.97,72.6,23.76,101.26
13923,25.0,7.0,48.0,21.75,9.44,70.19,23.53,101.26
13924,20.0,20.0,36.0,22.21,9.9,67.79,23.3,101.26
13925,28.0,37.0,37.0,22.43,10.18,66.15,29.83,101.27
13926,23.0,1.0,56.0,22.65,10.46,64.51,36.36,101.28
13927,62.0,4.0,53.0,23.33,10.07,61.95,43.18,101.28
13928,18.0,6.0,65.0,24.01,9.68,59.38,50.0,101.28
13929,9.0,17.0,21.0,24.28,10.06,57.3,52.9,101.28
13930,84.0,4.0,62.0,24.56,10.45,55.21,55.81,101.27
13931,31.0,34.0,66.0,24.92,9.99,54.0,40.28,101.28
13932,58.0,25.0,49.0,25.27,9.54,52.78,24.74,101.29
13933,63.0,21.0,36.0,25.82,9.9,50.84,29.76,101.3
13934,70.0,31.0,48.0,26.38,10.26,48.9,34.78,101.3
13935,39.0,18.0,24.0,26.27,11.22,48.09,60.24,101.3
13936,59.0,22.0,52.0,26.16,12.17,47.28,85.71,101.29
13937,87.0,34.0,22.0,26.28,12.43,46.63,80.35,101.3
13938,30.0,11.0,33.0,26.41,12.7,45.98,75.0,101.31
13939,7.0,14.0,67.0,27.05,11.44,44.4,52.69,101.3
13940,52.0,23.0,49.0,27.69,10.18,42.83,30.38,101.3
13941,79.0,43.0,64.0,28.16,10.71,41.41,45.96,101.3
13942,88.0,24.0,49.0,28.62,11.24,39.99,61.54,101.3
13943,21.0,11.0,61.0,28.74,11.34,39.13,56.3,101.3
13944,16.0,20.0,33.0,28.85,11.43,38.27,51.06,101.29
13945,39.0,35.0,46.0,29.37,11.82,36.82,54.8,101.3
13946,29.0,11.0,51.0,29.89,12.2,35.37,58.54,101.3
13947,28.0,36.0,33.0,29.9,12.02,34.72,54.27,101.3
13948,21.0,16.0,40.0,29.9,11.83,34.08,50.0,101.3
13949,14.0,21.0,65.0,30.53,11.46,32.88,48.53,101.3
13950,33.0,38.0,42.0,31.16,11.1,31.69,47.06,101.3
13951,12.0,29.0,27.0,31.62,10.88,30.36,49.62,101.3
13952,35.0,27.0,39.0,32.08,10.66,29.04,52.17,101.31
13953,32.0,14.0,70.0,31.98,12.12,28.61,64.8,101.32
13954,17.0,5.0,34.0,31.89,13.57,28.18,77.42,101.32
13955,32.0,18.0,42.0,32.5,11.76,27.58,71.14,101.3
13956,73.0,17.0,37.0,33.11,9.94,26.97,64.86,101.29
13957,1.0,3.0,49.0,33.66,9.9,25.8,50.61,101.28
13958,15.0,44.0,32.0,34.21,9.85,24.63,36.36,101.28
13959,54.0,12.0,23.0,34.11,11.65,23.84,34.39,101.28
13960,13.0,34.0,62.0,34.0,13.45,23.05,32.43,101.27
13961,24.0,9.0,58.0,34.08,13.08,22.12,44.12,101.26
13962,33.0,26.0,56.0,34.15,12.7,21.2,55.81,101.25
13963,51.0,31.0,36.0,34.42,13.16,20.32,44.34,101.24
13964,68.0,14.0,63.0,34.69,13.61,19.45,32.88,101.24
13965,58.0,29.0,38.0,34.94,12.94,19.2,32.44,101.23
13966,28.0,35.0,21.0,35.18,12.28,18.96,32.0,101.22
13967,74.0,23.0,38.0,35.39,11.91,18.28,29.8,101.22
13968,11.0,15.0,69.0,35.59,11.54,17.61,27.59,101.21
13969,90.0,37.0,70.0,35.7,11.89,16.92,27.75,101.2
13970,63.0,45.0,20.0,35.82,12.24,16.24,27.91,101.2
13971,8.0,15.0,67.0,36.11,11.98,16.08,27.59,101.2
13972,36.0,14.0,50.0,36.4,11.71,15.93,27.27,101.19
13973,27.0,16.0,31.0,35.99,12.32,15.16,42.2,101.18
13974,51.0,37.0,46.0,35.58,12.93,14.39,57.14,101.17
13975,15.0,41.0,26.0,34.03,12.77,14.9,58.57,101.16
13976,81.0,19.0,37.0,32.49,12.62,15.4,60.0,101.15
13977,48.0,10.0,27.0,33.14,11.37,14.8,47.64,101.15
13978,63.0,28.0,44.0,33.79,10.12,14.19,35.29,101.14
13979,35.0,26.0,64.0,35.16,10.32,12.86,34.31,101.14
13980,64.0,39.0,25.0,36.52,10.52,11.53,33.33,101.13
13981,75.0,31.0,69.0,36.62,10.38,11.61,33.0,101.12
13982,50.0,6.0,27.0,36.72,10.25,11.7,32.66,101.12
13983,30.0,10.0,60.0,36.82,10.12,11.78,32.33,101.11
13984,31.0,5.0,53.0,36.92,9.98,11.87,32.0,101.1
13985,64.0,31.0,60.0,36.36,9.73,12.28,38.64,101.1
13986,29.0,26.0,31.0,35.79,9.47,12.69,45.28,101.09
13987,5.0,22.0,33.0,34.64,9.3,13.93,46.17,101.08
13988,59.0,19.0,60.0,33.5,9.12,15.18,47.06,101.08
13989,19.0,1.0,23.0,33.78,9.1,18.1,44.22,101.08
13990,21.0,28.0,67.0,34.06,9.08,21.02,41.38,101.08
13991,15.0,3.0,25.0,33.3,11.06,27.82,49.96,101.07
13992,77.0,35.0,60.0,32.55,13.03,34.61,58.54,101.06
13993,18.0,44.0,61.0,32.6,12.92,34.88,63.55,101.05
13994,13.0,7.0,54.0,32.66,12.82,35.14,68.57,101.04
13995,52.0,39.0,20.0,32.81,12.7,34.74,57.82,101.03
13996,15.0,35.0,60.0,32.96,12.57,34.33,47.06,101.02
13997,40.0,36.0,60.0,32.66,13.74,34.83,37.82,101.01
13998,42.0,13.0,49.0,32.35,14.9,35.33,28.57,101.0
13999,87.0,16.0,25.0,31.79,13.49,36.52,48.57,101.0
14000,48.0,15.0,31.0,31.23,12.08,37.7,68.57,100.99
14001,44.0,17.0,29.0,30.72,14.69,38.53,74.28,100.98
14002,62.0,28.0,50.0,30.22,17.3,39.37,80.0,100.98
14003,8.0,11.0,44.0,30.18,16.42,40.03,77.5,100.98
14004,32.0,36.0,47.0,30.15,15.53,40.69,75.0,100.97
14005,71.0,0.0,27.0,30.42,13.87,39.71,69.93,100.96
14006,7.0,21.0,57.0,30.69,12.21,38.73,64.86,100.95
14007,6.0,21.0,57.0,30.81,13.02,38.33,69.93,100.95
14008,89.0,43.0,66.0,30.93,13.82,37.92,75.0,100.95
14009,76.0,18.0,68.0,30.66,14.25,37.9,77.5,100.94
14010,11.0,40.0,37.0,30.39,14.68,37.89,80.0,100.94
14011,47.0,41.0,63.0,30.26,15.86,37.69,80.0,100.94
14012,41.0,2.0,23.0,30.12,17.03,37.49,80.0,100.95
14013,90.0,20.0,33.0,30.06,17.76,37.61,81.38,100.94
14014,6.0,13.0,45.0,30.01,18.49,37.73,82.76,100.94
14015,54.0,44.0,65.0,30.02,19.73,38.02,82.76,100.94
14016,20.0,8.0,40.0,30.04,20.96,38.32,82.76,100.95
14017,66.0,14.0,48.0,29.77,19.92,38.61,82.76,100.95
14018,25.0,13.0,65.0,29.5,18.88,38.89,82.76,100.94
14019,42.0,27.0,45.0,29.24,17.85,39.17,82.76,100.94
14020,23.0,38.0,44.0,28.97,16.81,39.46,82.76,100.94
14021,45.0,0.0,24.0,28.74,16.12,40.02,77.46,100.94
14022,32.0,33.0,51.0,28.5,15.43,40.58,72.15,100.94
14023,76.0,10.0,48.0,28.27,14.74,41.15,66.84,100.95
14024,86.0,17.0,26.0,28.04,14.05,41.71,61.54,100.95
14025,25.0,10.0,46.0,27.88,15.3,42.2,67.14,100.95
14026,19.0,20.0,39.0,27.71,16.56,42.7,72.73,100.95
14027,59.0,24.0,41.0,27.34,17.96,43.65,76.37,100.94
14028,59.0,27.0,54.0,26.97,19.37,44.6,80.0,100.94
14029,30.0,11.0,55.0,26.76,19.07,45.1,78.71,100.94
14030,79.0,43.0,20.0,26.54,18.76,45.61,77.42,100.95
14031,51.0,22.0,51.0,26.24,17.99,47.4,73.0,100.96
14032,16.0,14.0,64.0,25.95,17.22,49.2,68.57,100.96
14033,10.0,12.0,61.0,25.74,16.7,49.48,75.66,100.96
14034,79.0,19.0,38.0,25.52,16.17,49.76,82.76,100.96
14035,34.0,10.0,61.0,25.23,15.92,50.9,77.74,100.96
14036,50.0,6.0,57.0,24.94,15.66,52.03,72.73,100.95
14037,56.0,40.0,28.0,24.7,14.78,53.0,64.27,100.96
14038,65.0,7.0,63.0,24.46,13.91,53.98,55.81,100.96
14039,26.0,15.0,27.0,24.2,14.66,53.88,59.48,100.96
14040,7.0,15.0,57.0,23.95,15.42,53.77,63.16,100.96
14041,89.0,41.0,39.0,23.64,14.92,54.92,64.91,100.97
14042,84.0,25.0,60.0,23.33,14.42,56.06,66.67,100.98
14043,37.0,1.0,23.0,23.02,14.92,57.17,76.19,100.98
14044,90.0,35.0,64.0,22.71,15.42,58.28,85.71,100.99
14045,61.0,31.0,29.0,22.44,15.09,59.5,72.12,100.99
14046,14.0,41.0,31.0,22.16,14.76,60.72,58.54,100.99
14047,17.0,19.0,24.0,21.82,14.87,62.19,69.27,100.99
14048,45.0,17.0,55.0,21.47,14.98,63.66,80.0,100.99
14049,28.0,1.0,53.0,21.2,14.5,64.84,76.37,101.0
14050,69.0,29.0,39.0,20.93,14.02,66.02,72.73,101.0
14051,67.0,1.0,60.0,20.64,14.72,67.26,67.14,101.0
14052,71.0,1.0,67.0,20.35,15.42,68.51,61.54,101.01
14053,49.0,12.0,67.0,20.1,15.04,69.95,66.16,101.02
14054,80.0,40.0,64.0,19.86,14.66,71.4,70.77,101.02
14055,65.0,4.0,23.0,19.61,14.29,72.84,75.39,101.03
14056,48.0,27.0,53.0,19.36,13.91,74.28,80.0,101.04
14057,57.0,5.0,30.0,19.17,13.42,75.58,82.85,101.04
14058,85.0,42.0,51.0,18.99,12.94,76.88,85.71,101.04
14059,29.0,44.0,23.0,18.9,12.83,77.7,81.42,101.05
14060,49.0,26.0,42.0,18.8,12.72,78.52,77.14,101.06
14061,56.0,25.0,25.0,18.7,12.61,79.34,72.85,101.06
14062,22.0,39.0,49.0,18.61,12.5,80.15,68.57,101.07
14063,55.0,1.0,69.0,18.52,12.39,80.97,64.28,101.08
14064,1.0,35.0,60.0,18.42,12.28,81.79,60.0,101.09
14065,6.0,36.0,46.0,18.35,11.84,82.29,65.3,101.1
14066,47.0,44.0,43.0,18.28,11.41,82.79,70.59,101.1
14067,87.0,30.0,39.0,18.28,12.26,83.05,55.64,101.1
14068,85.0,42.0,42.0,18.29,13.12,83.31,40.68,101.11
14069,36.0,6.0,54.0,18.21,12.36,83.72,52.77,101.12
14070,78.0,7.0,37.0,18.13,11.61,84.12,64.86,101.13
14071,5.0,3.0,35.0,18.1,12.11,84.56,64.01,101.14
14072,33.0,7.0,63.0,18.07,12.62,85.0,63.16,101.14
14073,17.0,41.0,39.0,18.02,11.17,85.4,51.58,101.15
14074,36.0,3.0,32.0,17.97,9.72,85.81,40.0,101.15
14075,56.0,20.0,66.0,17.92,10.02,86.29,39.67,101.15
14076,71.0,15.0,21.0,17.87,10.31,86.76,39.34,101.15
14077,74.0,14.0,55.0,17.85,11.84,86.93,51.25,101.16
14078,49.0,23.0,30.0,17.83,13.37,87.1,63.16,101.16
14079,12.0,42.0,52.0,17.76,12.35,87.49,60.85,101.16
14080,23.0,29.0,61.0,17.7,11.33,87.88,58.54,101.17
14081,33.0,24.0,59.0,17.63,12.34,88.36,60.04,101.18
14082,32.0,11.0,65.0,17.57,13.34,88.85,61.54,101.18
14083,52.0,2.0,27.0,17.52,12.96,89.2,60.04,101.18
14084,39.0,20.0,54.0,17.46,12.57,89.55,58.54,101.18
14085,63.0,18.0,41.0,17.39,10.84,90.07,49.61,101.19
14086,74.0,34.0,42.0,17.31,9.11,90.59,40.68,101.2
14087,42.0,30.0,59.0,17.3,9.96,90.71,48.24,101.2
14088,50.0,1.0,68.0,17.29,10.82,90.83,55.81,101.21
14089,40.0,23.0,20.0,17.28,10.73,90.83,56.72,101.22
14090,1.0,12.0,58.0,17.28,10.65,90.82,57.63,101.22
14091,68.0,28.0,55.0,17.27,10.56,90.82,58.54,101.23
14092,56.0,32.0,26.0,17.23,10.3,90.9,52.8,101.24
14093,38.0,27.0,50.0,17.18,10.05,90.98,47.06,101.25
14094,49.0,9.0,21.0,17.1,10.07,91.21,48.53,101.25
14095,87.0,26.0,51.0,17.03,10.08,91.43,50.0,101.25
14096,14.0,1.0,53.0,17.08,11.07,91.27,55.77,101.25
14097,4.0,24.0,69.0,17.12,12.06,91.11,61.54,101.25
14098,46.0,2.0,59.0,17.11,10.98,90.94,58.68,101.25
14099,53.0,8.0,68.0,17.1,9.89,90.77,55.81,101.25
14100,42.0,39.0,26.0,17.05,8.93,90.78,43.49,101.25
14101,7.0,34.0,54.0,17.0,7.96,90.8,31.17,101.25
14102,38.0,34.0,57.0,16.98,8.16,90.7,37.8,101.24
14103,15.0,3.0,22.0,16.95,8.36,90.61,44.44,101.24
14104,49.0,7.0,32.0,16.88,8.14,90.84,42.91,101.24
14105,28.0,6.0,20.0,16.8,7.91,91.06,41.38,101.24
14106,19.0,22.0,39.0,16.8,8.02,91.07,42.91,101.24
14107,36.0,9.0,22.0,16.81,8.13,91.08,44.44,101.24
14108,60.0,27.0,68.0,16.8,8.5,91.12,47.75,101.24
14109,57.0,11.0,65.0,16.79,8.86,91.15,51.06,101.23
14110,56.0,18.0,43.0,16.8,8.64,91.12,47.35,101.23
14111,70.0,35.0,38.0,16.81,8.41,91.08,43.64,101.23
14112,77.0,28.0,69.0,16.76,7.66,90.88,39.21,101.22
14113,86.0,40.0,30.0,16.7,6.9,90.67,34.78,101.22
14114,5.0,12.0,41.0,16.67,6.81,90.54,38.08,101.22
14115,16.0,34.0,24.0,16.65,6.72,90.42,41.38,101.21
14116,45.0,10.0,41.0,16.65,6.6,89.77,39.15,101.21
14117,63.0,40.0,34.0,16.65,6.47,89.12,36.92,101.21
14118,40.0,26.0,51.0,16.67,6.57,88.48,36.64,101.2
14119,39.0,11.0,46.0,16.69,6.67,87.84,36.36,101.2
14120,58.0,13.0,29.0,16.76,7.0,86.88,39.24,101.2
14121,81.0,10.0,60.0,16.82,7.33,85.93,42.11,101.19
14122,84.0,37.0,37.0,16.82,7.4,85.45,45.54,101.18
